Date,Max:Overall Application Performance|digital_vendomatic|Average Response Time (ms),Max:Overall Application Performance|digital_vendomatic|Calls per Minute,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|CPU|%Busy,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|CPU|%Stolen,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Memory|Free %,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Memory|Used %,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Network|Incoming packets/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Network|Outgoing packets/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Network|Incoming KB/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Network|Outgoing KB/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Disks|Reads/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Disks|Writes/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Disks|KB read/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Disks|KB written/sec
11/07/2019 06:03:00 AM,18,11,15,0,92,90,9,10,4,5,0,2,0,8
11/07/2019 06:04:00 AM,17,9,17,0,92,90,18,19,4,23,0,2,0,7
11/07/2019 06:05:00 AM,16,8,23,0,92,90,40,36,16,11,0,3,0,13
11/07/2019 06:06:00 AM,16,9,26,0,92,90,29,28,4,9,0,3,0,14
11/07/2019 06:07:00 AM,19,11,28,0,92,90,17,18,5,7,0,3,0,13
11/07/2019 06:08:00 AM,17,11,27,0,92,90,24,24,7,8,0,2,0,9
11/07/2019 06:09:00 AM,22,9,27,0,92,90,10,10,3,5,0,2,0,11
11/07/2019 06:10:00 AM,17,8,15,0,92,90,9,10,3,5,0,2,0,8
11/07/2019 06:11:00 AM,18,10,72,1,92,95,37,37,9,22,1,19,29,77
11/07/2019 06:12:00 AM,17,10,70,0,92,96,45,44,17,12,0,44,0,176
11/07/2019 06:13:00 AM,20,10,67,0,92,97,39,41,8,11,0,18,0,73
11/07/2019 06:14:00 AM,18,9,67,0,92,97,40,38,17,12,0,3,0,15
11/07/2019 06:15:00 AM,16,8,67,0,92,97,31,33,9,9,0,9,0,38
11/07/2019 06:16:00 AM,21,9,66,0,92,98,28,29,8,9,0,17,0,69
11/07/2019 06:17:00 AM,19,11,67,1,92,98,27,27,9,15,0,705,0,2823
11/07/2019 06:18:00 AM,21,10,63,0,92,99,30,29,9,9,0,35,0,142
11/07/2019 06:19:00 AM,19,9,65,0,92,94,47,46,17,22,0,18,0,73
11/07/2019 06:20:00 AM,18,8,27,0,92,90,57,56,20,14,0,5,0,19
11/07/2019 06:21:00 AM,19,10,27,0,92,90,43,42,15,23,0,4,0,20
11/07/2019 06:22:00 AM,19,11,27,0,92,90,36,38,9,11,0,5,0,21
11/07/2019 06:23:00 AM,24,10,27,0,92,90,23,23,7,8,0,3,0,12
11/07/2019 06:24:00 AM,22,9,29,0,92,90,24,25,7,8,0,2,0,11
11/07/2019 06:25:00 AM,27,8,16,0,92,90,18,18,5,23,0,2,0,11
11/07/2019 06:26:00 AM,31,10,22,0,92,90,55,53,19,23,0,2,0,12
11/07/2019 06:27:00 AM,16,11,26,0,92,90,15,16,6,6,0,2,0,10
11/07/2019 06:28:00 AM,16,12,27,0,92,90,35,37,4,11,0,5,0,22
11/07/2019 06:29:00 AM,17,10,37,0,92,90,18,17,8,6,0,18,0,72
11/07/2019 06:30:00 AM,16,8,27,0,92,90,35,29,15,9,0,2,0,11
11/07/2019 06:31:00 AM,17,9,26,0,92,90,35,35,7,11,0,3,0,13
11/07/2019 06:32:00 AM,26,10,27,0,92,90,34,34,7,22,0,3,0,14
11/07/2019 06:33:00 AM,24,11,26,0,92,90,10,11,4,6,0,2,0,9
11/07/2019 06:34:00 AM,16,9,27,0,92,90,23,24,7,7,0,2,0,8
11/07/2019 06:35:00 AM,19,8,15,0,92,90,9,10,3,5,0,3,0,12
11/07/2019 06:36:00 AM,16,9,15,0,92,90,10,11,3,5,0,1,0,6
11/07/2019 06:37:00 AM,17,11,17,0,92,90,15,17,5,22,0,1,0,5
11/07/2019 06:38:00 AM,15,10,14,0,92,90,10,10,4,5,0,2,0,9
11/07/2019 06:39:00 AM,17,9,23,0,92,90,44,41,17,12,0,3,0,13
11/07/2019 06:40:00 AM,17,8,27,0,92,90,57,55,19,13,0,13,0,54
11/07/2019 06:41:00 AM,20,9,26,0,92,90,39,40,15,12,0,4,0,15
11/07/2019 06:42:00 AM,25,11,27,0,92,90,25,27,7,9,0,4,0,16
11/07/2019 06:43:00 AM,27,10,72,1,92,96,47,44,18,12,0,35,0,142
11/07/2019 06:44:00 AM,20,9,66,0,92,96,41,44,8,11,0,23,0,93
11/07/2019 06:45:00 AM,17,8,68,0,92,97,44,40,16,22,0,18,0,74
11/07/2019 06:46:00 AM,19,10,64,0,92,97,37,38,14,24,0,5,0,21
11/07/2019 06:47:00 AM,21,11,65,0,92,97,32,34,9,9,0,12,0,48
11/07/2019 06:48:00 AM,16,11,65,0,92,98,20,21,6,21,0,16,0,67
11/07/2019 06:49:00 AM,18,9,65,1,92,98,28,28,12,16,0,747,0,2991
11/07/2019 06:50:00 AM,17,8,27,0,92,90,136,54,151,21,0,18,0,72
11/07/2019 06:51:00 AM,28,10,27,0,92,90,26,26,8,22,0,2,0,11
11/07/2019 06:52:00 AM,16,10,27,0,92,90,47,45,20,23,0,4,0,16
11/07/2019 06:53:00 AM,23,10,27,0,92,90,34,36,10,11,0,5,0,20
11/07/2019 06:54:00 AM,17,9,27,0,92,90,12,12,3,6,0,3,0,12
11/07/2019 06:55:00 AM,16,8,27,0,92,90,26,27,8,8,0,2,0,11
11/07/2019 06:56:00 AM,16,9,27,0,92,90,10,10,3,5,0,2,0,11
11/07/2019 06:57:00 AM,17,11,14,0,92,90,11,11,4,5,0,1,0,7
11/07/2019 06:58:00 AM,20,10,16,0,92,90,14,16,4,22,0,2,0,9
11/07/2019 06:59:00 AM,17,9,19,0,92,90,16,18,3,22,0,2,0,9
11/07/2019 07:00:00 AM,16,8,15,0,92,90,9,10,2,6,0,2,0,10
11/07/2019 07:01:00 AM,16,9,14,0,92,90,11,11,3,5,0,1,0,6
11/07/2019 07:02:00 AM,15,11,15,0,92,90,10,11,4,6,0,1,0,7
11/07/2019 07:03:00 AM,16,11,14,0,92,90,11,12,4,6,0,2,0,8
11/07/2019 07:04:00 AM,18,9,14,0,92,90,16,16,7,6,0,2,0,11
11/07/2019 07:05:00 AM,16,8,22,0,92,90,54,50,20,12,0,13,0,52
11/07/2019 07:06:00 AM,19,10,27,0,92,90,11,13,3,6,0,2,0,11
11/07/2019 07:07:00 AM,17,11,27,0,92,90,34,34,5,10,0,3,0,15
11/07/2019 07:08:00 AM,17,10,27,0,92,90,22,24,6,7,0,2,0,8
11/07/2019 07:09:00 AM,20,9,27,0,92,90,24,24,6,8,0,3,0,13
11/07/2019 07:10:00 AM,20,8,22,0,92,90,58,55,17,14,0,3,0,12
11/07/2019 07:11:00 AM,17,10,26,0,92,90,17,18,5,22,0,2,0,8
11/07/2019 07:12:00 AM,19,12,27,0,92,90,44,40,18,12,0,3,0,15
11/07/2019 07:13:00 AM,22,10,63,0,92,95,42,39,17,12,1,22,5,89
11/07/2019 07:14:00 AM,23,9,66,0,92,96,46,45,15,12,0,40,0,161
11/07/2019 07:15:00 AM,18,8,70,0,92,97,38,40,5,11,0,18,0,75
11/07/2019 07:16:00 AM,18,9,66,0,92,97,26,27,7,23,0,4,0,18
11/07/2019 07:17:00 AM,20,11,68,0,92,97,28,31,8,8,0,16,0,65
11/07/2019 07:18:00 AM,23,11,65,0,92,98,45,42,19,12,0,15,0,63
11/07/2019 07:19:00 AM,21,9,67,0,92,98,33,33,5,23,0,670,0,2683
11/07/2019 07:20:00 AM,17,8,58,0,92,98,40,37,17,11,0,104,2,417
11/07/2019 07:21:00 AM,19,9,65,0,92,94,32,34,8,23,0,18,0,75
11/07/2019 07:22:00 AM,25,11,27,0,92,90,33,35,4,10,0,3,0,13
11/07/2019 07:23:00 AM,16,10,27,0,92,90,10,10,3,5,0,1,0,7
11/07/2019 07:24:00 AM,16,9,27,0,92,90,56,54,19,22,0,4,0,17
11/07/2019 07:25:00 AM,16,8,26,0,92,90,16,19,3,7,0,3,0,11
11/07/2019 07:26:00 AM,16,10,27,0,92,90,34,36,15,23,0,5,0,21
11/07/2019 07:27:00 AM,24,11,27,0,92,90,40,41,9,12,0,3,0,13
11/07/2019 07:28:00 AM,23,11,28,0,92,90,32,31,7,10,0,4,0,19
11/07/2019 07:29:00 AM,16,10,27,0,92,90,10,10,4,6,0,1,0,7
11/07/2019 07:30:00 AM,16,8,29,0,92,90,23,23,6,7,0,2,0,10
11/07/2019 07:31:00 AM,17,10,16,0,92,90,13,16,4,22,0,1,0,7
11/07/2019 07:32:00 AM,16,11,16,0,92,90,21,20,9,7,0,2,0,10
11/07/2019 07:33:00 AM,15,10,25,0,92,90,53,49,20,22,0,2,0,11
11/07/2019 07:34:00 AM,16,9,27,0,92,90,32,34,6,10,0,3,0,14
11/07/2019 07:35:00 AM,16,8,27,0,92,90,10,10,3,6,0,2,0,11
11/07/2019 07:36:00 AM,16,9,28,0,92,90,22,22,9,7,0,2,0,11
11/07/2019 07:37:00 AM,19,10,14,0,92,90,11,11,4,6,0,2,0,7
11/07/2019 07:38:00 AM,15,11,24,0,92,90,51,46,23,13,0,3,0,12
11/07/2019 07:39:00 AM,17,9,36,0,92,90,30,30,10,21,0,18,0,73
11/07/2019 07:40:00 AM,16,8,27,0,92,90,10,11,2,5,0,3,0,12
11/07/2019 07:41:00 AM,18,9,27,0,92,90,38,33,15,10,0,3,0,11
11/07/2019 07:42:00 AM,17,11,27,0,92,90,38,37,15,12,0,3,0,14
11/07/2019 07:43:00 AM,17,10,64,1,92,95,42,40,17,12,0,5,0,19
11/07/2019 07:44:00 AM,16,9,74,0,92,96,55,53,17,13,0,50,0,201
11/07/2019 07:45:00 AM,18,8,68,0,92,97,41,43,8,12,0,19,0,77
11/07/2019 07:46:00 AM,18,10,66,0,92,97,60,55,20,14,0,3,0,15
11/07/2019 07:47:00 AM,25,11,68,0,92,97,39,41,8,12,0,10,0,42
11/07/2019 07:48:00 AM,22,11,65,0,92,98,44,39,17,23,2,16,16,65
11/07/2019 07:49:00 AM,17,9,67,0,91,98,43,39,17,15,0,712,1,2849
11/07/2019 07:50:00 AM,18,8,59,0,92,99,35,36,8,24,0,90,0,360
11/07/2019 07:51:00 AM,21,10,65,0,92,94,38,40,9,23,0,17,0,70
11/07/2019 07:52:00 AM,17,11,27,0,92,90,26,27,12,24,0,3,0,12
11/07/2019 07:53:00 AM,25,10,27,0,92,90,29,31,9,9,0,3,0,12
11/07/2019 07:54:00 AM,41,9,18,0,92,90,14,15,3,22,0,1,0,5
11/07/2019 07:55:00 AM,16,8,17,0,92,90,24,22,10,24,0,2,0,10
11/07/2019 07:56:00 AM,19,9,14,0,92,90,11,12,5,6,0,2,0,9
11/07/2019 07:57:00 AM,22,10,14,0,92,90,11,11,4,6,0,2,0,7
11/07/2019 07:58:00 AM,16,11,14,0,92,90,10,11,5,6,0,2,0,8
11/07/2019 07:59:00 AM,16,9,24,0,92,90,9,9,3,6,0,2,0,8
11/07/2019 08:00:00 AM,21,8,23,0,92,90,43,41,17,14,0,13,0,54
11/07/2019 08:01:00 AM,18,9,27,0,92,90,32,32,4,10,0,3,0,15
11/07/2019 08:02:00 AM,19,11,27,0,92,90,29,30,6,9,0,3,0,12
11/07/2019 08:03:00 AM,17,11,28,0,92,90,38,36,15,10,0,4,0,17
11/07/2019 08:04:00 AM,19,9,27,0,92,90,41,38,18,12,0,3,0,14
11/07/2019 08:05:00 AM,17,8,27,0,92,90,32,32,3,10,0,5,0,20
11/07/2019 08:06:00 AM,18,10,27,0,92,90,23,23,11,22,0,3,0,13
11/07/2019 08:07:00 AM,17,11,27,0,92,90,24,24,8,7,0,2,0,11
11/07/2019 08:08:00 AM,17,11,14,0,92,90,19,19,8,6,0,2,0,8
11/07/2019 08:09:00 AM,17,9,22,0,92,90,37,36,16,23,0,3,0,12
11/07/2019 08:10:00 AM,16,8,27,0,92,90,43,42,16,22,0,2,0,11
11/07/2019 08:11:00 AM,22,10,26,0,92,90,55,48,17,14,0,5,0,20
11/07/2019 08:12:00 AM,24,12,27,0,92,90,35,34,6,11,0,4,0,19
11/07/2019 08:13:00 AM,22,11,29,0,92,90,24,26,8,8,0,2,0,11
11/07/2019 08:14:00 AM,16,9,28,0,92,90,24,25,8,8,0,2,0,10
11/07/2019 08:15:00 AM,16,8,16,0,92,90,37,32,14,10,0,3,0,13
11/07/2019 08:16:00 AM,17,9,27,0,92,90,39,40,8,23,0,12,0,49
11/07/2019 08:17:00 AM,22,10,28,0,92,90,29,29,10,9,0,4,0,17
11/07/2019 08:18:00 AM,17,11,27,0,92,90,51,45,21,14,0,3,0,13
11/07/2019 08:19:00 AM,17,9,73,0,92,96,44,42,17,12,0,19,0,77
11/07/2019 08:20:00 AM,17,8,65,0,92,96,42,45,7,12,0,33,0,134
11/07/2019 08:21:00 AM,19,9,67,0,92,97,38,40,5,23,0,18,0,75
11/07/2019 08:22:00 AM,18,11,66,0,92,97,26,28,6,8,0,5,0,19
11/07/2019 08:23:00 AM,19,11,68,0,92,98,30,32,8,8,0,16,0,65
11/07/2019 08:24:00 AM,21,9,67,0,92,98,23,24,6,22,0,16,0,65
11/07/2019 08:25:00 AM,16,8,66,0,92,98,46,43,18,16,0,739,0,2956
11/07/2019 08:26:00 AM,16,10,61,0,92,98,34,35,9,22,0,22,0,89
11/07/2019 08:27:00 AM,18,12,66,0,92,94,17,20,6,22,0,17,0,69
11/07/2019 08:28:00 AM,18,12,27,0,92,90,26,27,8,8,0,2,0,10
11/07/2019 08:29:00 AM,19,10,27,0,92,90,11,11,5,6,0,3,0,13
11/07/2019 08:30:00 AM,22,8,16,0,92,90,27,26,6,22,0,3,0,11
11/07/2019 08:31:00 AM,23,10,26,0,92,90,45,41,17,23,0,3,0,12
11/07/2019 08:32:00 AM,22,11,27,0,92,90,34,34,6,9,0,3,0,15
11/07/2019 08:33:00 AM,23,11,27,0,92,90,13,14,6,7,0,2,0,8
11/07/2019 08:34:00 AM,16,9,27,0,92,90,23,23,7,7,0,2,0,7
11/07/2019 08:35:00 AM,82,8,14,0,92,90,11,11,3,6,0,2,0,9
11/07/2019 08:36:00 AM,16,9,14,0,92,90,32,33,6,10,0,2,0,11
11/07/2019 08:37:00 AM,16,10,27,0,92,90,45,45,18,21,0,3,0,15
11/07/2019 08:38:00 AM,17,11,27,0,92,90,47,44,20,13,0,5,0,20
11/07/2019 08:39:00 AM,19,13,27,0,92,90,39,36,16,12,0,3,0,13
11/07/2019 08:40:00 AM,39,11,29,0,92,90,36,36,8,17,0,5,0,20
11/07/2019 08:41:00 AM,18,9,27,0,92,90,27,28,9,15,0,3,0,15
11/07/2019 08:42:00 AM,20,10,27,0,92,90,38,35,14,10,0,3,0,14
11/07/2019 08:43:00 AM,17,11,27,0,92,90,56,54,19,22,0,3,0,15
11/07/2019 08:44:00 AM,48,16,46,0,92,90,28,28,4,8,0,3,0,14
11/07/2019 08:45:00 AM,4381,23,27,0,92,90,119,120,19,30,0,17,0,70
11/07/2019 08:46:00 AM,2025,10,72,1,92,96,120,121,21,34,0,18,0,72
11/07/2019 08:47:00 AM,21,11,64,0,92,96,37,41,5,11,0,38,0,155
11/07/2019 08:48:00 AM,24,11,66,0,92,97,39,40,5,11,0,19,0,78
11/07/2019 08:49:00 AM,16,9,65,0,92,97,39,37,16,23,0,4,0,17
11/07/2019 08:50:00 AM,16,8,67,0,92,97,32,35,8,11,0,13,0,52
11/07/2019 08:51:00 AM,17,9,66,0,92,98,40,37,18,11,0,15,0,63
11/07/2019 08:52:00 AM,17,10,66,0,92,98,30,32,8,15,0,758,0,3032
11/07/2019 08:53:00 AM,328,14,63,0,92,98,23,25,9,8,0,14,0,59
11/07/2019 08:54:00 AM,4033,13,27,0,92,90,119,120,22,27,0,18,0,74
11/07/2019 08:55:00 AM,16,8,28,0,92,90,27,29,9,23,0,2,0,11
11/07/2019 08:56:00 AM,23,10,23,0,92,90,45,39,18,13,0,3,0,12
11/07/2019 08:57:00 AM,18,11,26,0,92,90,32,30,3,10,0,3,0,13
11/07/2019 08:58:00 AM,15,11,26,0,92,90,18,19,7,22,0,2,0,11
11/07/2019 08:59:00 AM,20,9,27,0,92,90,27,28,8,8,0,2,0,10
11/07/2019 09:00:00 AM,16,8,27,0,92,90,42,38,17,10,0,3,0,13
11/07/2019 09:01:00 AM,22,9,27,0,92,90,34,35,5,11,0,3,0,13
11/07/2019 09:02:00 AM,24,10,27,0,92,90,49,45,16,14,0,5,0,21
11/07/2019 09:03:00 AM,18,11,27,0,92,90,36,35,5,11,0,3,0,15
11/07/2019 09:04:00 AM,17,9,28,0,92,90,56,55,19,14,0,3,0,12
11/07/2019 09:05:00 AM,17,8,28,0,92,90,37,36,6,11,0,3,0,14
11/07/2019 09:06:00 AM,27,10,27,0,92,90,18,19,4,22,0,3,0,12
11/07/2019 09:07:00 AM,16,11,27,0,92,90,27,27,8,22,0,2,0,10
11/07/2019 09:08:00 AM,18,11,27,0,92,90,39,37,17,11,0,3,0,14
11/07/2019 09:09:00 AM,17,9,26,0,92,90,43,37,17,12,0,3,0,13
11/07/2019 09:10:00 AM,18,8,27,0,92,90,44,39,18,22,0,5,0,20
11/07/2019 09:11:00 AM,25,9,27,0,92,90,36,37,5,11,0,5,0,22
11/07/2019 09:12:00 AM,17,10,27,0,92,90,32,32,8,11,0,5,0,20
11/07/2019 09:13:00 AM,38,12,27,0,92,90,27,29,9,9,0,3,0,12
11/07/2019 09:14:00 AM,16,10,27,0,92,90,26,27,6,22,0,3,0,14
11/07/2019 09:15:00 AM,4138,9,15,0,92,90,13,12,2,6,0,12,0,50
11/07/2019 09:16:00 AM,23,10,14,0,92,90,35,34,9,10,0,2,0,10
11/07/2019 09:17:00 AM,23,11,16,0,92,90,14,16,5,23,0,2,0,10
11/07/2019 09:18:00 AM,19,11,14,0,92,90,11,12,4,6,0,2,0,9
11/07/2019 09:19:00 AM,16,9,14,0,92,90,19,18,8,6,0,2,0,9
11/07/2019 09:20:00 AM,16,8,61,0,92,96,40,36,14,9,0,20,0,81
11/07/2019 09:21:00 AM,16,10,64,0,92,96,44,46,9,13,0,43,0,173
11/07/2019 09:22:00 AM,19,11,68,0,92,97,43,43,17,13,0,18,0,72
11/07/2019 09:23:00 AM,20,11,68,0,92,97,37,34,15,10,0,3,0,13
11/07/2019 09:24:00 AM,20,9,67,0,92,97,51,47,21,14,0,14,0,58
11/07/2019 09:25:00 AM,16,8,66,0,92,98,32,33,7,10,0,18,0,72
11/07/2019 09:26:00 AM,19,9,73,0,92,98,26,23,5,14,0,728,0,2915
11/07/2019 09:27:00 AM,19,10,63,0,92,98,43,40,17,12,0,19,0,77
11/07/2019 09:28:00 AM,16,11,64,0,92,94,32,31,5,23,0,17,0,70
11/07/2019 09:29:00 AM,18,9,26,0,92,90,20,19,10,22,0,2,0,10
11/07/2019 09:30:00 AM,17,8,28,0,92,90,62,59,18,23,0,5,0,20
11/07/2019 09:31:00 AM,21,9,27,0,91,90,58,54,18,14,0,4,0,17
11/07/2019 09:32:00 AM,24,10,27,0,92,90,37,37,6,22,0,5,0,22
11/07/2019 09:33:00 AM,21,11,27,0,92,90,40,34,17,11,0,3,0,14
11/07/2019 09:34:00 AM,18,9,27,0,92,90,30,29,10,9,0,3,0,14
11/07/2019 09:35:00 AM,18,8,26,0,92,90,12,12,2,6,0,3,0,11
11/07/2019 09:36:00 AM,17,10,27,0,92,90,29,30,8,22,0,3,0,13
11/07/2019 09:37:00 AM,17,11,16,0,92,90,18,20,5,24,0,2,0,9
11/07/2019 09:38:00 AM,20,11,14,0,92,90,11,12,5,6,0,2,0,10
11/07/2019 09:39:00 AM,16,9,17,0,92,90,18,18,8,22,0,1,0,5
11/07/2019 09:40:00 AM,16,8,14,0,92,90,9,10,2,6,0,3,0,12
11/07/2019 09:41:00 AM,16,10,14,0,92,90,11,12,4,6,0,1,0,6
11/07/2019 09:42:00 AM,17,11,58,0,92,94,17,16,6,6,0,1,0,6
11/07/2019 09:43:00 AM,17,11,74,0,92,96,42,43,16,12,0,37,0,151
11/07/2019 09:44:00 AM,23,9,65,0,92,97,31,29,5,10,0,18,0,75
11/07/2019 09:45:00 AM,19,8,67,0,92,97,43,45,6,13,0,18,0,72
11/07/2019 09:46:00 AM,16,9,66,0,92,97,27,27,8,9,0,2,0,9
11/07/2019 09:47:00 AM,17,10,67,0,92,98,39,38,18,12,0,17,0,70
11/07/2019 09:48:00 AM,21,11,66,0,92,98,27,27,5,8,0,17,0,68
11/07/2019 09:49:00 AM,20,9,63,1,92,94,31,32,5,23,0,720,0,2880
11/07/2019 09:50:00 AM,17,8,62,0,92,98,25,24,9,21,0,19,0,77
11/07/2019 09:51:00 AM,19,9,29,0,92,90,36,31,16,9,0,6,0,22
11/07/2019 09:52:00 AM,19,10,26,0,92,90,40,39,15,12,0,3,0,14
11/07/2019 09:53:00 AM,18,11,27,0,92,90,56,54,18,21,0,3,0,14
11/07/2019 09:54:00 AM,18,9,28,0,92,90,35,34,5,21,0,5,0,20
11/07/2019 09:55:00 AM,17,8,27,0,92,90,23,24,6,8,0,3,0,13
11/07/2019 09:56:00 AM,29,10,27,0,92,90,23,25,6,8,0,2,0,8
11/07/2019 09:57:00 AM,22,11,16,0,92,90,16,16,4,23,0,2,0,8
11/07/2019 09:58:00 AM,17,11,24,0,92,90,42,39,16,22,0,3,0,11
11/07/2019 09:59:00 AM,17,9,26,0,92,90,40,39,15,12,0,5,0,20
11/07/2019 10:00:00 AM,26,8,27,0,92,90,11,11,2,6,0,3,0,12
11/07/2019 10:01:00 AM,254,10,27,0,92,90,38,39,15,11,0,4,0,16
11/07/2019 10:02:00 AM,6958,11,27,0,92,90,31,29,28,32,0,4,0,19
11/07/2019 10:03:00 AM,7852,11,28,0,92,90,16,18,5,8,0,3,0,13
11/07/2019 10:04:00 AM,27,9,27,0,92,90,500,498,266,172,0,2,0,10
11/07/2019 10:05:00 AM,22,8,27,0,92,90,18,20,2,23,0,2,0,11
11/07/2019 10:06:00 AM,22,10,13,0,92,90,11,11,4,6,0,2,0,8
11/07/2019 10:07:00 AM,28,10,17,0,92,90,18,18,7,22,0,2,0,8
11/07/2019 10:08:00 AM,15,11,14,0,92,90,10,10,4,6,0,2,0,9
11/07/2019 10:09:00 AM,16,9,14,0,92,90,9,11,4,6,0,2,0,8
11/07/2019 10:10:00 AM,16,8,13,0,92,90,10,11,2,6,0,2,0,9
11/07/2019 10:11:00 AM,16,10,16,0,92,90,29,30,6,9,0,2,0,9
11/07/2019 10:12:00 AM,21,10,27,0,92,90,42,41,17,12,0,3,0,13
11/07/2019 10:13:00 AM,17,11,26,0,92,90,58,54,23,14,0,3,0,13
11/07/2019 10:14:00 AM,20,9,27,0,92,90,34,34,5,11,0,5,0,21
11/07/2019 10:15:00 AM,16,8,28,0,92,90,23,24,7,7,0,3,0,14
11/07/2019 10:16:00 AM,18,9,76,0,92,96,48,46,16,12,1,49,5,199
11/07/2019 10:17:00 AM,20,11,63,0,92,96,38,39,7,12,0,18,0,73
11/07/2019 10:18:00 AM,17,10,67,0,92,97,37,38,8,11,0,17,0,70
11/07/2019 10:19:00 AM,19,9,65,0,92,97,28,29,9,23,0,3,0,15
11/07/2019 10:20:00 AM,16,8,72,0,92,97,33,35,7,9,1,16,4,65
11/07/2019 10:21:00 AM,17,10,64,0,92,98,12,14,2,6,0,18,0,72
11/07/2019 10:22:00 AM,16,11,64,1,92,98,14,17,5,22,0,689,0,2756
11/07/2019 10:23:00 AM,15,11,61,0,92,98,40,39,16,12,0,18,0,72
11/07/2019 10:24:00 AM,15,9,27,0,92,90,17,18,3,23,0,3,0,11
11/07/2019 10:25:00 AM,16,8,27,0,92,90,133,56,148,14,0,20,0,79
11/07/2019 10:26:00 AM,21,10,27,0,92,90,43,40,17,12,0,5,0,23
11/07/2019 10:27:00 AM,17,11,28,0,92,90,43,40,17,12,0,3,0,13
11/07/2019 10:28:00 AM,18,12,27,0,92,90,35,37,7,11,0,3,0,15
11/07/2019 10:29:00 AM,19,9,27,0,92,90,27,28,6,22,0,2,0,11
11/07/2019 10:30:00 AM,23,8,27,0,92,90,30,31,8,9,0,3,0,13
11/07/2019 10:31:00 AM,19,9,16,0,92,90,16,19,3,23,0,2,0,9
11/07/2019 10:32:00 AM,16,10,19,0,92,90,27,29,9,24,0,2,0,10
11/07/2019 10:33:00 AM,16,11,16,0,92,90,16,18,4,23,0,2,0,11
11/07/2019 10:34:00 AM,15,9,14,0,92,90,11,11,3,5,0,2,0,9
11/07/2019 10:35:00 AM,16,8,18,0,92,90,48,44,20,12,0,3,0,15
11/07/2019 10:36:00 AM,17,9,27,0,92,90,31,32,8,9,0,3,0,13
11/07/2019 10:37:00 AM,19,11,27,0,92,90,44,43,17,12,0,4,0,16
11/07/2019 10:38:00 AM,21,11,27,0,92,90,32,33,7,10,0,3,0,15
11/07/2019 10:39:00 AM,38,9,29,0,92,90,36,35,7,11,0,4,0,18
11/07/2019 10:40:00 AM,19,8,27,0,92,90,26,27,6,8,0,14,0,55
11/07/2019 10:41:00 AM,26,10,27,0,92,90,26,27,6,21,0,3,0,15
11/07/2019 10:42:00 AM,23,11,16,0,92,90,18,18,7,22,0,2,0,9
11/07/2019 10:43:00 AM,16,11,17,0,92,90,19,20,4,23,0,3,0,12
11/07/2019 10:44:00 AM,16,9,23,0,92,90,19,18,6,6,0,2,0,9
11/07/2019 10:45:00 AM,17,8,58,0,92,94,12,12,2,6,0,18,0,74
11/07/2019 10:46:00 AM,15,10,69,0,92,96,41,43,17,11,0,50,0,202
11/07/2019 10:47:00 AM,18,11,71,0,92,97,39,36,18,10,0,17,0,70
11/07/2019 10:48:00 AM,17,11,67,0,92,97,41,43,7,12,0,18,0,75
11/07/2019 10:49:00 AM,19,9,66,0,92,97,25,26,5,8,0,4,5,17
11/07/2019 10:50:00 AM,15,8,67,0,92,98,45,38,16,13,0,19,0,76
11/07/2019 10:51:00 AM,17,9,65,0,92,98,43,42,16,12,0,19,0,75
11/07/2019 10:52:00 AM,19,10,63,0,92,94,35,36,9,22,0,698,0,2795
11/07/2019 10:53:00 AM,20,11,62,0,92,98,36,37,9,22,0,18,0,75
11/07/2019 10:54:00 AM,17,9,27,0,92,90,19,20,6,22,0,3,0,12
11/07/2019 10:55:00 AM,17,8,27,0,92,90,25,25,7,8,0,2,0,11
11/07/2019 10:56:00 AM,17,9,13,0,92,90,9,10,3,5,0,1,0,6
11/07/2019 10:57:00 AM,18,10,17,0,92,90,18,20,4,24,0,1,0,7
11/07/2019 10:58:00 AM,20,11,24,0,92,90,44,39,20,23,0,3,0,12
11/07/2019 10:59:00 AM,18,9,26,0,92,90,41,39,16,11,0,4,0,19
11/07/2019 11:00:00 AM,26,8,27,0,92,90,41,36,15,12,0,3,0,13
11/07/2019 11:01:00 AM,1176,10,27,0,92,90,35,34,8,12,0,3,0,14
11/07/2019 11:02:00 AM,20,11,27,0,92,90,33,34,6,11,0,4,0,18
11/07/2019 11:03:00 AM,22,11,27,0,92,90,30,31,8,10,0,3,0,13
11/07/2019 11:04:00 AM,17,9,28,0,92,90,29,29,8,23,0,3,0,12
11/07/2019 11:05:00 AM,17,8,24,0,92,90,41,40,16,11,0,3,0,12
11/07/2019 11:06:00 AM,17,10,30,0,92,90,57,50,19,23,0,18,0,73
