Date,Max:Overall Application Performance|digital_vendomatic|Average Response Time (ms),Max:Overall Application Performance|digital_vendomatic|Calls per Minute,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|CPU|%Busy,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|CPU|%Stolen,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Memory|Free %,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Memory|Used %,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Network|Incoming packets/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Network|Outgoing packets/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Network|Incoming KB/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Network|Outgoing KB/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Disks|Reads/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Disks|Writes/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Disks|KB read/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Disks|KB written/sec
11/07/2019 11:07:00 AM,19,11,27,0,92,90,41,36,18,11,0,3,0,12
11/07/2019 11:08:00 AM,16,11,27,0,92,90,38,35,17,11,0,5,0,20
11/07/2019 11:09:00 AM,20,9,27,0,92,90,33,36,7,10,0,3,0,14
11/07/2019 11:10:00 AM,18,8,28,0,92,90,33,34,8,10,0,14,0,56
11/07/2019 11:11:00 AM,19,10,27,0,92,90,26,26,8,21,0,3,0,13
11/07/2019 11:12:00 AM,18,11,26,0,92,90,25,26,7,21,0,3,0,12
11/07/2019 11:13:00 AM,173,14,13,0,92,90,10,11,4,6,0,2,0,9
11/07/2019 11:14:00 AM,1427,12,16,0,92,90,17,18,13,31,0,4,0,16
11/07/2019 11:15:00 AM,571,13,20,0,92,90,27,28,14,22,0,4,0,19
11/07/2019 11:16:00 AM,617,13,13,0,92,90,42,42,24,27,0,2,0,8
11/07/2019 11:17:00 AM,17,11,13,0,92,90,19,19,7,6,0,2,0,11
11/07/2019 11:18:00 AM,60,11,13,0,92,90,10,11,5,5,0,2,0,9
11/07/2019 11:19:00 AM,33,9,70,1,92,96,43,41,16,12,0,50,0,202
11/07/2019 11:20:00 AM,16,8,64,0,92,96,40,42,7,12,0,12,0,49
11/07/2019 11:21:00 AM,16,10,64,0,92,97,43,39,18,12,0,20,0,79
11/07/2019 11:22:00 AM,18,10,64,0,92,97,132,52,144,13,0,19,0,79
11/07/2019 11:23:00 AM,18,11,65,0,92,97,37,37,10,12,0,10,0,41
11/07/2019 11:24:00 AM,19,9,65,0,92,98,36,37,6,11,0,17,0,70
11/07/2019 11:25:00 AM,23,8,64,1,92,98,40,40,15,15,0,724,0,2896
11/07/2019 11:26:00 AM,19,9,62,0,92,99,25,26,7,22,0,2,0,11
11/07/2019 11:27:00 AM,16,10,26,0,92,90,36,37,5,23,0,17,0,69
11/07/2019 11:28:00 AM,17,11,27,0,92,90,23,25,6,24,0,2,0,10
11/07/2019 11:29:00 AM,17,10,27,0,92,90,13,13,5,6,0,2,0,11
11/07/2019 11:30:00 AM,16,8,15,0,92,90,10,11,2,6,0,2,0,10
11/07/2019 11:31:00 AM,30,9,16,0,92,90,16,17,3,23,0,1,0,6
11/07/2019 11:32:00 AM,16,11,14,0,92,90,10,11,5,6,0,4,0,16
11/07/2019 11:33:00 AM,16,11,14,0,92,90,16,14,10,5,0,2,0,11
11/07/2019 11:34:00 AM,22,9,16,0,92,90,34,30,14,9,0,1,0,6
11/07/2019 11:35:00 AM,18,8,26,0,92,90,40,39,8,12,0,3,0,13
11/07/2019 11:36:00 AM,15,10,26,0,92,90,40,37,14,11,0,4,0,17
11/07/2019 11:37:00 AM,869,14,27,0,92,90,39,37,17,12,0,3,0,13
11/07/2019 11:38:00 AM,1379,30,28,0,92,90,36,36,32,22,0,3,0,15
11/07/2019 11:39:00 AM,462,34,27,0,92,90,35,36,35,44,0,2,0,10
11/07/2019 11:40:00 AM,18,8,28,0,92,90,20,21,24,39,0,2,0,11
11/07/2019 11:41:00 AM,20,10,27,0,92,90,19,19,8,23,0,2,0,12
11/07/2019 11:42:00 AM,24,11,17,0,92,90,14,16,4,22,0,2,0,11
11/07/2019 11:43:00 AM,16,11,17,0,92,90,17,18,5,22,0,3,0,12
11/07/2019 11:44:00 AM,17,9,24,0,92,90,39,36,17,12,0,3,0,11
11/07/2019 11:45:00 AM,17,8,26,0,92,90,43,40,17,12,0,5,0,20
11/07/2019 11:46:00 AM,18,10,70,1,92,95,36,38,5,11,0,3,0,15
11/07/2019 11:47:00 AM,20,10,75,0,92,96,47,46,19,13,0,47,0,188
11/07/2019 11:48:00 AM,20,11,68,0,92,97,38,38,16,10,0,19,0,77
11/07/2019 11:49:00 AM,16,9,64,0,92,97,38,38,10,12,0,4,0,19
11/07/2019 11:50:00 AM,16,8,64,0,92,97,45,41,17,22,0,18,0,75
11/07/2019 11:51:00 AM,17,9,64,0,92,98,32,33,8,24,0,17,0,71
11/07/2019 11:52:00 AM,16,10,64,1,92,98,29,30,8,10,0,757,0,3028
11/07/2019 11:53:00 AM,19,11,59,0,92,98,30,29,5,24,0,151,10,607
11/07/2019 11:54:00 AM,32,9,63,0,92,94,140,56,153,24,0,20,1,80
11/07/2019 11:55:00 AM,1416,14,27,0,92,90,33,33,12,28,0,5,0,21
11/07/2019 11:56:00 AM,116,11,27,0,92,90,12,12,2,6,0,2,0,11
11/07/2019 11:57:00 AM,19,12,27,0,92,90,55,50,19,22,0,3,0,12
11/07/2019 11:58:00 AM,16,11,27,0,92,90,34,32,5,10,0,5,0,20
11/07/2019 11:59:00 AM,17,9,26,0,92,90,20,19,7,23,0,1,0,6
11/07/2019 12:00:00 PM,17,8,27,0,92,90,23,23,6,7,0,2,0,10
11/07/2019 12:01:00 PM,17,11,15,0,92,90,37,34,15,10,0,2,0,9
11/07/2019 12:02:00 PM,19,12,27,0,92,90,42,37,19,12,0,4,0,17
11/07/2019 12:03:00 PM,18,11,27,0,92,90,27,28,5,22,0,5,0,21
11/07/2019 12:04:00 PM,19,9,27,0,92,90,18,18,4,7,0,4,0,15
11/07/2019 12:05:00 PM,17,8,27,0,92,90,23,24,6,7,0,13,0,52
11/07/2019 12:06:00 PM,16,9,27,0,92,90,10,10,3,5,0,3,0,13
11/07/2019 12:07:00 PM,19,10,14,0,92,90,10,11,5,6,0,2,0,8
11/07/2019 12:08:00 PM,19,11,18,0,92,90,16,18,5,22,0,2,0,9
11/07/2019 12:09:00 PM,16,9,13,0,92,90,10,11,3,6,0,3,0,14
11/07/2019 12:10:00 PM,17,8,15,0,92,90,18,18,8,7,0,2,0,11
11/07/2019 12:11:00 PM,18,9,14,0,92,90,12,14,4,6,0,2,0,9
11/07/2019 12:12:00 PM,19,10,64,1,92,96,44,41,17,12,0,20,1,80
11/07/2019 12:13:00 PM,23,11,63,0,92,96,40,42,11,12,0,46,0,184
11/07/2019 12:14:00 PM,19,9,79,0,92,97,43,45,17,12,0,20,0,82
11/07/2019 12:15:00 PM,26,8,65,0,92,97,41,39,15,13,0,4,0,15
11/07/2019 12:16:00 PM,21,9,67,0,92,97,55,52,18,13,0,12,0,49
11/07/2019 12:17:00 PM,22,12,65,0,92,98,16,17,6,7,0,17,0,68
11/07/2019 12:18:00 PM,16,11,63,0,92,98,39,40,10,15,0,714,12,2859
11/07/2019 12:19:00 PM,18,9,63,0,92,98,16,17,9,22,0,2,1,10
11/07/2019 12:20:00 PM,18,8,27,0,92,90,31,32,8,23,0,17,0,69
11/07/2019 12:21:00 PM,17,11,21,0,92,90,42,38,16,12,0,3,0,12
11/07/2019 12:22:00 PM,18,12,26,0,92,90,33,34,8,23,0,3,0,12
11/07/2019 12:23:00 PM,17,11,26,0,92,19,32,31,5,10,0,5,0,21
11/07/2019 12:24:00 PM,23,9,26,0,92,19,42,39,17,13,0,2,0,10
11/07/2019 12:25:00 PM,19,8,27,0,92,19,32,33,8,10,0,2,0,11
11/07/2019 12:26:00 PM,18,9,27,0,92,19,37,39,4,12,0,5,0,21
11/07/2019 12:27:00 PM,20,12,27,0,92,19,23,23,7,22,0,2,0,8
11/07/2019 12:28:00 PM,17,11,28,0,92,19,14,15,5,7,0,2,0,10
11/07/2019 12:29:00 PM,20,10,1,0,92,17,9,9,3,5,0,0,0,3
11/07/2019 12:30:00 PM,16,8,1,0,92,17,9,10,2,5,0,0,0,3
11/07/2019 12:31:00 PM,23,9,3,0,92,17,17,16,6,5,0,2,0,9
11/07/2019 12:32:00 PM,36,10,23,0,92,17,42,38,17,12,0,3,0,13
11/07/2019 12:33:00 PM,201,11,27,0,92,17,28,29,5,9,0,5,0,20
11/07/2019 12:34:00 PM,1296,19,28,0,92,17,17,16,6,7,0,3,0,14
11/07/2019 12:35:00 PM,66,12,27,0,92,17,24,26,8,7,0,2,0,10
11/07/2019 12:36:00 PM,17,9,27,0,92,18,56,51,19,15,0,3,0,13
11/07/2019 12:37:00 PM,23,12,26,0,92,18,33,34,5,11,0,5,0,21
11/07/2019 12:38:00 PM,17,11,27,0,92,18,15,17,5,22,0,3,0,12
11/07/2019 12:39:00 PM,18,9,28,0,92,18,40,37,16,11,0,2,0,10
11/07/2019 12:40:00 PM,17,8,27,0,92,19,44,40,17,12,0,3,0,13
11/07/2019 12:41:00 PM,1335,43,27,0,92,19,37,38,6,11,0,3,0,15
11/07/2019 12:42:00 PM,26,11,27,0,92,19,47,44,16,23,0,5,0,20
11/07/2019 12:43:00 PM,19,11,27,0,91,19,37,38,9,12,0,3,0,13
11/07/2019 12:44:00 PM,17,9,28,0,92,18,29,30,8,10,0,3,0,16
11/07/2019 12:45:00 PM,18,8,27,0,92,18,29,30,8,22,0,2,0,11
11/07/2019 12:46:00 PM,16,9,27,0,92,18,18,20,4,23,0,2,0,11
11/07/2019 12:47:00 PM,216,21,2,0,92,17,11,12,5,6,0,1,0,4
11/07/2019 12:48:00 PM,48,23,18,0,92,18,19,20,8,23,0,1,0,3
11/07/2019 12:49:00 PM,30,9,23,0,92,19,39,36,17,11,0,3,0,15
11/07/2019 12:50:00 PM,192,8,27,0,92,19,38,33,15,10,0,5,0,20
11/07/2019 12:51:00 PM,25,9,27,0,92,19,39,42,8,12,0,3,0,14
11/07/2019 12:52:00 PM,63615,10,27,0,92,19,36,36,10,11,0,5,0,21
11/07/2019 12:53:00 PM,111,10,27,0,92,19,10,11,5,6,0,1,0,7
11/07/2019 12:54:00 PM,30,9,27,0,92,19,27,28,6,8,0,2,0,10
11/07/2019 12:55:00 PM,27,8,17,0,92,18,17,18,3,22,0,1,0,3
11/07/2019 12:56:00 PM,63274,9,17,0,92,18,22,20,11,23,0,2,0,8
11/07/2019 12:57:00 PM,193,12,2,0,92,17,12,13,5,6,0,2,0,11
11/07/2019 12:58:00 PM,910,14,1,0,92,17,10,10,4,6,0,1,0,4
11/07/2019 12:59:00 PM,1965,92,1,0,92,17,10,11,3,6,0,0,0,3
11/07/2019 01:00:00 PM,1278,18,1,0,92,17,10,11,2,6,0,1,0,4
11/07/2019 01:01:00 PM,539,23,1,0,92,17,10,11,3,6,0,1,0,4
11/07/2019 01:02:00 PM,2640,33,23,0,92,18,42,39,17,12,0,3,0,14
11/07/2019 01:03:00 PM,302,11,27,0,92,18,45,42,19,12,0,5,0,20
11/07/2019 01:04:00 PM,19,9,27,0,92,18,34,34,8,10,0,3,0,15
11/07/2019 01:05:00 PM,358,18,27,0,92,19,37,34,15,11,0,3,0,13
11/07/2019 01:06:00 PM,17,10,28,0,92,19,36,37,9,12,0,4,0,16
11/07/2019 01:07:00 PM,18,12,26,0,92,19,42,40,18,13,0,3,0,14
11/07/2019 01:08:00 PM,823,13,27,0,92,19,28,29,32,24,0,3,0,12
11/07/2019 01:09:00 PM,1583,11,27,0,92,19,43,40,17,12,0,3,0,13
11/07/2019 01:10:00 PM,16,8,27,0,92,18,36,38,7,11,0,3,0,14
11/07/2019 01:11:00 PM,17,12,27,0,92,17,43,40,38,28,0,3,0,14
11/07/2019 01:12:00 PM,424,12,27,0,92,18,26,26,13,24,0,1,0,7
11/07/2019 01:13:00 PM,56,11,28,0,92,17,44,41,41,32,0,3,0,13
11/07/2019 01:14:00 PM,341,10,27,0,92,18,31,33,30,19,0,3,0,14
11/07/2019 01:15:00 PM,60336,30,27,0,92,18,17,13,42,15,0,2,0,11
11/07/2019 01:16:00 PM,2321,39,27,0,92,18,22,23,7,24,0,2,0,8
11/07/2019 01:17:00 PM,1380,32,1,0,92,17,10,11,5,6,0,3,0,14
11/07/2019 01:18:00 PM,1005,14,1,0,92,17,11,11,6,5,0,1,0,4
11/07/2019 01:19:00 PM,585,9,19,0,92,18,16,16,6,22,0,0,0,3
11/07/2019 01:20:00 PM,149,16,2,0,92,17,12,12,3,11,0,2,0,9
11/07/2019 01:21:00 PM,16,12,22,0,92,19,38,38,14,12,0,3,0,15
11/07/2019 01:22:00 PM,18,10,26,0,92,18,28,27,6,8,0,4,0,16
11/07/2019 01:23:00 PM,21,11,27,0,92,19,14,15,6,6,0,3,0,14
11/07/2019 01:24:00 PM,18,9,27,0,92,19,43,40,17,12,0,2,0,11
11/07/2019 01:25:00 PM,16,8,27,0,92,19,35,35,5,12,0,5,0,20
11/07/2019 01:26:00 PM,29,12,27,0,92,19,10,11,3,6,0,2,0,12
11/07/2019 01:27:00 PM,16,11,27,0,92,18,41,37,17,22,0,3,0,15
11/07/2019 01:28:00 PM,19,11,27,0,92,18,33,35,7,10,0,3,0,11
11/07/2019 01:29:00 PM,1295,45,27,0,92,18,47,44,18,14,0,3,0,15
11/07/2019 01:30:00 PM,17,8,27,0,92,18,37,39,4,23,0,4,0,16
11/07/2019 01:31:00 PM,406,12,27,0,92,18,24,25,43,32,0,3,0,12
11/07/2019 01:32:00 PM,60805,11,27,0,92,17,56,50,48,17,0,3,0,11
11/07/2019 01:33:00 PM,481,13,26,0,92,17,15,15,31,18,0,2,0,9
11/07/2019 01:34:00 PM,1341,9,27,0,92,18,36,35,6,23,0,3,0,15
11/07/2019 01:35:00 PM,1201,9,26,0,92,18,57,53,33,24,0,3,0,12
11/07/2019 01:36:00 PM,16,9,27,0,92,18,40,41,14,13,0,3,0,13
11/07/2019 01:37:00 PM,19,11,26,0,92,18,36,37,9,11,0,3,0,14
11/07/2019 01:38:00 PM,17,14,27,0,91,18,33,34,9,10,0,4,0,15
11/07/2019 01:39:00 PM,1305,34,28,0,92,18,45,43,18,22,0,3,0,13
11/07/2019 01:40:00 PM,17,8,27,0,92,19,30,32,5,9,0,2,0,11
11/07/2019 01:41:00 PM,19,9,27,0,92,19,32,34,4,10,0,5,0,20
11/07/2019 01:42:00 PM,57,11,27,0,92,19,36,38,17,24,0,3,0,13
11/07/2019 01:43:00 PM,18,11,27,0,92,19,25,26,6,8,0,3,0,12
11/07/2019 01:44:00 PM,96,9,27,0,92,17,29,29,5,9,0,3,0,15
11/07/2019 01:45:00 PM,39,8,26,0,92,18,24,24,6,22,0,2,0,11
11/07/2019 01:46:00 PM,1422,22,27,0,92,18,11,11,4,6,0,2,0,11
11/07/2019 01:47:00 PM,17,11,3,0,92,17,16,16,7,6,0,2,0,10
11/07/2019 01:48:00 PM,16,12,17,0,92,17,18,19,7,22,0,0,0,3
11/07/2019 01:49:00 PM,72,19,2,0,92,17,17,16,8,6,0,2,0,9
11/07/2019 01:50:00 PM,1135,23,3,0,92,17,20,20,8,7,0,2,0,9
11/07/2019 01:51:00 PM,19,9,1,0,92,17,10,10,4,5,0,2,0,10
11/07/2019 01:52:00 PM,112,11,23,0,92,17,45,43,18,12,0,3,0,15
11/07/2019 01:53:00 PM,1675,28,26,0,92,18,40,36,15,11,0,4,0,17
11/07/2019 01:54:00 PM,369,20,27,0,92,18,36,36,10,11,0,3,0,14
11/07/2019 01:55:00 PM,16,8,27,0,92,19,29,30,8,10,0,4,0,18
11/07/2019 01:56:00 PM,1274,30,27,0,92,18,43,39,16,13,0,3,0,12
11/07/2019 01:57:00 PM,23,11,27,0,92,19,32,32,9,10,0,5,0,20
11/07/2019 01:58:00 PM,90,11,27,0,92,19,16,18,3,23,0,2,0,11
11/07/2019 01:59:00 PM,17,9,27,0,92,19,53,52,18,14,0,3,0,12
11/07/2019 02:00:00 PM,20,8,27,0,92,19,56,49,19,14,0,2,0,11
11/07/2019 02:01:00 PM,61,17,27,0,92,19,35,36,8,12,0,5,0,20
11/07/2019 02:02:00 PM,164,17,26,0,92,19,35,35,15,22,0,3,0,15
11/07/2019 02:03:00 PM,60558,111,27,0,92,19,17,16,8,9,0,2,0,11
11/07/2019 02:04:00 PM,59732,23,27,0,92,17,56,53,19,15,0,3,0,12
11/07/2019 02:05:00 PM,197,15,27,0,92,19,44,43,22,16,0,3,0,13
11/07/2019 02:06:00 PM,218,22,27,0,92,19,24,25,5,22,0,3,0,15
11/07/2019 02:07:00 PM,23,12,27,0,92,19,29,31,6,9,0,5,0,20
11/07/2019 02:08:00 PM,1689,21,27,0,92,19,43,38,36,24,0,3,0,13
11/07/2019 02:09:00 PM,622,11,27,0,92,19,37,38,5,12,0,5,0,20
11/07/2019 02:10:00 PM,459,10,27,0,92,17,16,15,34,21,0,3,0,13
11/07/2019 02:11:00 PM,33,10,27,0,92,18,30,31,43,32,0,2,0,10
11/07/2019 02:12:00 PM,60833,12,27,0,92,17,12,14,5,7,0,3,0,13
11/07/2019 02:13:00 PM,168,63,1,0,92,17,9,11,4,6,0,1,0,4
11/07/2019 02:14:00 PM,172,12,2,0,92,17,10,11,4,6,0,0,0,3
11/07/2019 02:15:00 PM,1446,28,17,0,92,17,21,20,8,24,0,2,0,10
11/07/2019 02:16:00 PM,9831,27,21,0,92,17,39,39,16,11,0,2,0,10
11/07/2019 02:17:00 PM,21,10,27,0,92,17,32,34,8,10,0,3,0,12
11/07/2019 02:18:00 PM,18,11,27,0,92,17,31,31,5,10,0,4,0,18
11/07/2019 02:19:00 PM,1396,65,26,0,92,18,10,11,4,6,0,1,0,7
11/07/2019 02:20:00 PM,17,8,27,0,92,18,41,36,17,11,0,4,0,19
11/07/2019 02:21:00 PM,17,11,26,0,92,18,33,34,24,11,0,2,0,9
11/07/2019 02:22:00 PM,529,12,26,0,92,18,48,45,28,16,0,5,0,20
11/07/2019 02:23:00 PM,36,11,27,0,92,18,31,32,10,22,0,2,0,10
11/07/2019 02:24:00 PM,1030,58,27,0,92,19,42,37,18,12,0,5,0,20
11/07/2019 02:25:00 PM,48,8,26,0,92,19,43,42,15,12,0,4,0,19
11/07/2019 02:26:00 PM,34,11,27,0,92,19,38,39,9,11,0,3,0,14
11/07/2019 02:27:00 PM,83,12,27,0,92,19,36,37,9,22,0,5,0,22
11/07/2019 02:28:00 PM,523,26,28,0,92,19,26,27,6,15,0,3,0,13
11/07/2019 02:29:00 PM,1399,29,27,0,92,19,30,31,32,66,0,3,0,12
11/07/2019 02:30:00 PM,17,8,16,0,92,18,18,18,5,23,0,2,0,10
11/07/2019 02:31:00 PM,79,10,16,0,92,18,16,18,4,23,0,2,0,9
11/07/2019 02:32:00 PM,17,11,18,0,92,17,16,16,7,22,0,2,0,11
11/07/2019 02:33:00 PM,16,11,2,0,92,17,12,13,6,6,0,2,0,10
11/07/2019 02:34:00 PM,409,9,1,0,92,17,10,11,3,5,0,1,0,4
11/07/2019 02:35:00 PM,16,8,17,0,92,17,36,33,15,9,0,0,0,3
11/07/2019 02:36:00 PM,16,9,26,0,92,17,37,39,8,12,0,3,0,14
11/07/2019 02:37:00 PM,17,10,26,0,92,18,24,25,9,7,0,3,0,14
11/07/2019 02:38:00 PM,20,11,27,0,92,18,47,43,20,13,0,5,0,23
11/07/2019 02:39:00 PM,19,9,27,0,92,19,38,41,9,13,0,3,0,15
11/07/2019 02:40:00 PM,64,8,27,0,92,18,32,33,5,10,0,5,0,21
11/07/2019 02:41:00 PM,17,9,27,0,92,19,11,11,3,6,0,2,0,9
11/07/2019 02:42:00 PM,19,11,27,0,92,19,29,29,9,21,0,3,0,12
11/07/2019 02:43:00 PM,17,11,25,0,92,17,42,43,15,12,0,3,0,13
11/07/2019 02:44:00 PM,392,9,27,0,92,17,31,32,7,10,0,3,0,14
11/07/2019 02:45:00 PM,370,18,27,0,92,18,16,18,3,23,0,3,0,13
11/07/2019 02:46:00 PM,21,10,28,0,92,17,22,24,7,7,0,2,0,9
11/07/2019 02:47:00 PM,524,14,12,0,92,17,18,18,27,28,0,1,0,6
11/07/2019 02:48:00 PM,1542,16,23,0,92,17,52,48,18,27,0,4,0,17
11/07/2019 02:49:00 PM,19,9,27,0,92,17,33,31,5,10,0,3,0,14
11/07/2019 02:50:00 PM,1228,33,27,0,92,18,39,35,15,11,0,3,0,14
11/07/2019 02:51:00 PM,1111,11,27,0,92,18,31,31,8,10,0,4,0,18
11/07/2019 02:52:00 PM,68,11,27,0,92,18,12,13,5,6,0,3,0,14
11/07/2019 02:53:00 PM,17,11,27,0,92,18,30,29,8,10,0,3,0,12
11/07/2019 02:54:00 PM,22,9,27,0,92,18,14,16,3,21,0,4,0,18
11/07/2019 02:55:00 PM,16,8,2,0,92,18,9,10,4,5,0,2,0,9
11/07/2019 02:56:00 PM,18,10,1,0,92,18,11,12,3,6,0,1,0,4
11/07/2019 02:57:00 PM,18,11,24,0,92,19,41,36,18,10,0,4,0,19
11/07/2019 02:58:00 PM,2061,21,26,0,92,19,41,44,16,27,0,4,0,19
11/07/2019 02:59:00 PM,433,18,27,0,92,19,21,21,23,32,0,3,0,13
11/07/2019 03:00:00 PM,3644,81,27,0,92,19,37,36,6,12,0,5,0,22
11/07/2019 03:01:00 PM,1220,11,27,0,92,19,24,25,15,13,0,3,0,12
11/07/2019 03:02:00 PM,1689,40,28,0,92,19,28,29,23,50,0,3,0,12
11/07/2019 03:03:00 PM,19,11,24,0,92,18,44,41,20,22,0,3,0,13
11/07/2019 03:04:00 PM,607,28,26,0,92,18,238,236,140,107,0,4,0,16
11/07/2019 03:05:00 PM,73575,9,27,0,92,17,36,32,29,25,0,3,0,15
11/07/2019 03:06:00 PM,634,21,27,0,92,19,36,38,26,22,0,3,0,12
11/07/2019 03:07:00 PM,497,23,28,0,92,18,275,275,171,117,0,5,0,22
11/07/2019 03:08:00 PM,66652,36,27,0,92,19,14,15,17,15,0,2,0,8
11/07/2019 03:09:00 PM,497,12,27,0,92,19,24,25,19,24,0,2,0,10
11/07/2019 03:10:00 PM,16,8,1,0,92,17,10,11,3,6,0,2,0,9
11/07/2019 03:11:00 PM,16,10,1,0,92,17,10,11,4,6,0,1,0,5
11/07/2019 03:12:00 PM,18,10,2,0,92,17,16,15,7,6,0,1,0,4
11/07/2019 03:13:00 PM,17,11,2,0,92,17,11,11,5,6,0,2,0,8
11/07/2019 03:14:00 PM,16,9,21,0,92,17,59,55,19,14,0,3,0,12
11/07/2019 03:15:00 PM,16,8,26,0,92,17,15,18,3,6,0,2,0,9
11/07/2019 03:16:00 PM,20,10,27,0,92,18,33,35,6,10,0,5,0,20
11/07/2019 03:17:00 PM,16,11,26,0,92,17,14,14,5,6,0,2,0,11
11/07/2019 03:18:00 PM,23,11,27,0,92,17,19,21,4,7,0,2,0,10
11/07/2019 03:19:00 PM,19,9,18,0,92,17,40,34,17,10,0,2,0,9
11/07/2019 03:20:00 PM,25,8,26,0,92,18,36,37,9,13,0,4,0,18
11/07/2019 03:21:00 PM,17,9,27,0,92,18,28,29,3,22,0,5,0,21
11/07/2019 03:22:00 PM,17,11,27,0,92,18,45,41,20,12,0,2,0,9
11/07/2019 03:23:00 PM,70,11,27,0,92,18,34,34,8,11,0,3,0,13
11/07/2019 03:24:00 PM,22,9,27,0,92,19,44,42,16,12,0,3,0,14
11/07/2019 03:25:00 PM,16,8,27,0,92,19,35,35,5,11,0,5,0,20
11/07/2019 03:26:00 PM,18,10,27,0,92,19,25,26,6,22,0,3,0,13
11/07/2019 03:27:00 PM,20,11,27,0,92,19,26,26,9,9,0,3,0,11
11/07/2019 03:28:00 PM,16,12,16,0,92,18,20,19,10,22,0,1,0,4
11/07/2019 03:29:00 PM,53,10,2,0,92,17,10,11,5,6,0,2,0,10
11/07/2019 03:30:00 PM,22,8,22,0,92,18,41,40,16,22,0,13,0,53
11/07/2019 03:31:00 PM,18,9,27,0,92,18,32,30,7,9,0,4,0,18
11/07/2019 03:32:00 PM,17,11,27,0,92,19,27,27,6,8,0,3,0,16
11/07/2019 03:33:00 PM,18,11,27,0,92,19,25,27,6,8,0,2,0,10
11/07/2019 03:34:00 PM,22,9,27,0,92,20,25,25,9,7,0,3,0,12
11/07/2019 03:35:00 PM,16,9,17,0,92,17,40,36,15,11,0,1,0,4
11/07/2019 03:36:00 PM,17,9,27,0,92,17,38,39,8,23,0,3,0,13
11/07/2019 03:37:00 PM,20,11,27,0,92,19,61,57,21,23,0,4,0,16
11/07/2019 03:38:00 PM,1671,28,27,0,92,19,30,32,5,10,0,4,0,20
11/07/2019 03:39:00 PM,2907,31,27,0,92,19,24,24,7,8,0,3,0,12
11/07/2019 03:40:00 PM,514,16,28,0,92,19,24,24,8,8,0,2,0,9
11/07/2019 03:41:00 PM,464,9,2,0,92,17,11,11,3,6,0,1,0,4
11/07/2019 03:42:00 PM,454,10,17,0,92,18,17,19,5,23,0,3,0,11
11/07/2019 03:43:00 PM,655,15,2,0,92,17,13,14,5,10,0,2,0,9
11/07/2019 03:44:00 PM,1624,11,19,0,92,17,44,43,18,11,0,3,0,12
11/07/2019 03:45:00 PM,26,8,26,0,92,18,39,34,15,11,0,2,0,11
11/07/2019 03:46:00 PM,482,10,26,0,92,18,34,35,7,11,0,3,0,15
11/07/2019 03:47:00 PM,2177,36,27,0,92,18,36,36,8,12,0,5,0,20
11/07/2019 03:48:00 PM,19,11,28,0,92,18,41,39,16,11,0,3,0,13
11/07/2019 03:49:00 PM,300,13,27,0,92,18,41,38,16,11,0,4,0,17
11/07/2019 03:50:00 PM,16,8,27,0,92,19,39,37,15,22,0,3,0,15
11/07/2019 03:51:00 PM,16,10,28,0,92,19,35,35,7,11,0,16,0,63
11/07/2019 03:52:00 PM,21,11,27,0,92,19,28,28,9,9,0,3,0,15
11/07/2019 03:53:00 PM,17,11,27,0,92,19,29,29,8,9,0,2,0,12
11/07/2019 03:54:00 PM,19,9,27,0,92,18,39,34,17,22,0,3,0,12
11/07/2019 03:55:00 PM,17,8,26,0,92,18,36,37,7,10,0,3,0,13
11/07/2019 03:56:00 PM,19,9,27,0,92,19,24,23,4,23,0,4,0,16
11/07/2019 03:57:00 PM,21,11,27,0,92,19,43,41,16,12,0,2,0,9
11/07/2019 03:58:00 PM,80,11,27,0,92,19,37,38,10,11,0,3,0,14
11/07/2019 03:59:00 PM,324,10,28,0,92,18,42,40,17,12,0,5,0,20
11/07/2019 04:00:00 PM,291,10,28,0,92,18,21,22,14,21,0,3,0,12
11/07/2019 04:01:00 PM,82,10,28,0,92,18,32,33,9,11,0,5,0,21
11/07/2019 04:02:00 PM,51,11,27,0,92,18,23,24,6,7,0,2,0,9
11/07/2019 04:03:00 PM,17,11,27,0,92,19,15,16,5,7,0,2,0,10
11/07/2019 04:04:00 PM,23,9,17,0,92,17,17,17,6,22,0,2,0,10
11/07/2019 04:05:00 PM,15,8,16,0,92,18,37,33,15,23,0,2,0,10
11/07/2019 04:06:00 PM,16,10,26,0,92,19,39,43,8,13,0,3,0,14
11/07/2019 04:07:00 PM,17,10,26,0,92,19,26,28,5,8,0,4,0,18
11/07/2019 04:08:00 PM,16,11,27,0,92,19,11,13,4,6,0,1,0,4
11/07/2019 04:09:00 PM,16,9,27,0,92,19,38,36,15,11,0,3,0,13
